"Country or Area","Year(s)","Variant","Value"
"Iceland","2059","No change","395.334"
"Iceland","2059","Momentum","411.649"
"Iceland","2059","Instant replacement zero migration","428.135"
"Iceland","2059","Median PI","408.882"
"Iceland","2059","Upper 80 PI","434.878"
"Iceland","2059","Lower 80 PI","383.423"
"Iceland","2059","Upper 95 PI","451.223"
"Iceland","2059","Lower 95 PI","368.864"
"Iceland","2058","Medium","409.047"
"Iceland","2058","High","452.692"
"Iceland","2058","Low","367.348"
"Iceland","2058","Constant fertility","411.949"
"Iceland","2058","Instant replacement","447.039"
"Iceland","2058","Zero migration","390.553"
"Iceland","2058","Constant mortality","393.137"
"Iceland","2058","No change","396.04"
"Iceland","2058","Momentum","411.509"
"Iceland","2058","Instant replacement zero migration","427.327"
"Iceland","2058","Median PI","409.047"
"Iceland","2058","Upper 80 PI","434.063"
"Iceland","2058","Lower 80 PI","384.499"
"Iceland","2058","Upper 95 PI","449.794"
"Iceland","2058","Lower 95 PI","370.352"
"Iceland","2057","Medium","409.166"
"Iceland","2057","High","451.026"
"Iceland","2057","Low","368.966"
"Iceland","2057","Constant fertility","411.93"
"Iceland","2057","Instant replacement","445.579"
"Iceland","2057","Zero migration","391.254"
"Iceland","2057","Constant mortality","393.925"
"Iceland","2057","No change","396.696"
"Iceland","2057","Momentum","411.361"
"Iceland","2057","Instant replacement zero migration","426.509"
"Iceland","2057","Median PI","409.166"
"Iceland","2057","Upper 80 PI","433.317"
"Iceland","2057","Lower 80 PI","385.52"
"Iceland","2057","Upper 95 PI","448.45"
"Iceland","2057","Lower 95 PI","371.678"
"Iceland","2056","Medium","409.238"
"Iceland","2056","High","449.363"
"Iceland","2056","Low","370.498"
"Iceland","2056","Constant fertility","411.873"
"Iceland","2056","Instant replacement","444.115"
"Iceland","2056","Zero migration","391.901"
"Iceland","2056","Constant mortality","394.663"
"Iceland","2056","No change","397.303"
"Iceland","2056","Momentum","411.202"
"Iceland","2056","Instant replacement zero migration","425.681"
"Iceland","2056","Median PI","409.238"
"Iceland","2056","Upper 80 PI","432.579"
"Iceland","2056","Lower 80 PI","386.384"
"Iceland","2056","Upper 95 PI","447.127"
"Iceland","2056","Lower 95 PI","373.257"
"Iceland","2055","Medium","409.26"
"Iceland","2055","High","447.709"
"Iceland","2055","Low","371.952"
"Iceland","2055","Constant fertility","411.774"
"Iceland","2055","Instant replacement","442.657"
"Iceland","2055","Zero migration","392.5"
"Iceland","2055","Constant mortality","395.353"
"Iceland","2055","No change","397.87"
"Iceland","2055","Momentum","411.033"
"Iceland","2055","Instant replacement zero migration","424.86"
"Iceland","2055","Median PI","409.26"
"Iceland","2055","Upper 80 PI","431.824"
"Iceland","2055","Lower 80 PI","387.385"
"Iceland","2055","Upper 95 PI","445.838"
"Iceland","2055","Lower 95 PI","374.739"
"Iceland","2054","Medium","409.238"
"Iceland","2054","High","446.075"
"Iceland","2054","Low","373.334"
"Iceland","2054","Constant fertility","411.639"
"Iceland","2054","Instant replacement","441.218"
"Iceland","2054","Zero migration","393.055"
"Iceland","2054","Constant mortality","395.991"
"Iceland","2054","No change","398.392"
"Iceland","2054","Momentum","410.87"
"Iceland","2054","Instant replacement zero migration","424.051"
"Iceland","2054","Median PI","409.238"
"Iceland","2054","Upper 80 PI","431.049"
"Iceland","2054","Lower 80 PI","388.178"
"Iceland","2054","Upper 95 PI","444.506"
"Iceland","2054","Lower 95 PI","376.018"
"Iceland","2053","Medium","409.187"
"Iceland","2053","High","444.479"
"Iceland","2053","Low","374.649"
"Iceland","2053","Constant fertility","411.474"
"Iceland","2053","Instant replacement","439.807"
"Iceland","2053","Zero migration","393.568"
"Iceland","2053","Constant mortality","396.586"
"Iceland","2053","No change","398.873"
"Iceland","2053","Momentum","410.719"
"Iceland","2053","Instant replacement zero migration","423.262"
"Iceland","2053","Median PI","409.187"
"Iceland","2053","Upper 80 PI","430.127"
"Iceland","2053","Lower 80 PI","388.585"
"Iceland","2053","Upper 95 PI","443.035"
"Iceland","2053","Lower 95 PI","377.308"
"Iceland","2052","Medium","409.099"
"Iceland","2052","High","442.909"
"Iceland","2052","Low","375.89"
"Iceland","2052","Constant fertility","411.267"
"Iceland","2052","Instant replacement","438.418"
"Iceland","2052","Zero migration","394.037"
"Iceland","2052","Constant mortality","397.136"
"Iceland","2052","No change","399.312"
"Iceland","2052","Momentum","410.582"
"Iceland","2052","Instant replacement zero migration","422.49"
"Iceland","2052","Median PI","409.098"
"Iceland","2052","Upper 80 PI","429.061"
"Iceland","2052","Lower 80 PI","389.162"
"Iceland","2052","Upper 95 PI","441.698"
"Iceland","2052","Lower 95 PI","378.71"
"Iceland","2051","Medium","408.962"
"Iceland","2051","High","441.349"
"Iceland","2051","Low","377.051"
"Iceland","2051","Constant fertility","411.019"
"Iceland","2051","Instant replacement","437.053"
"Iceland","2051","Zero migration","394.46"
"Iceland","2051","Constant mortality","397.634"
"Iceland","2051","No change","399.697"
"Iceland","2051","Momentum","410.454"
"Iceland","2051","Instant replacement zero migration","421.736"
"Iceland","2051","Median PI","408.962"
"Iceland","2051","Upper 80 PI","428.074"
"Iceland","2051","Lower 80 PI","389.726"
"Iceland","2051","Upper 95 PI","439.939"
"Iceland","2051","Lower 95 PI","379.989"
"Iceland","2050","Medium","408.783"
"Iceland","2050","High","439.8"
"Iceland","2050","Low","378.144"
"Iceland","2050","Constant fertility","410.73"
"Iceland","2050","Instant replacement","435.704"
"Iceland","2050","Zero migration","394.836"
"Iceland","2050","Constant mortality","398.087"
"Iceland","2050","No change","400.039"
"Iceland","2050","Momentum","410.33"
"Iceland","2050","Instant replacement zero migration","420.988"
"Iceland","2050","Median PI","408.783"
"Iceland","2050","Upper 80 PI","427.199"
"Iceland","2050","Lower 80 PI","390.23"
"Iceland","2050","Upper 95 PI","438.205"
"Iceland","2050","Lower 95 PI","380.961"
"Iceland","2049","Medium","408.575"
"Iceland","2049","High","438.269"
"Iceland","2049","Low","379.183"
"Iceland","2049","Constant fertility","410.404"
"Iceland","2049","Instant replacement","434.365"
"Iceland","2049","Zero migration","395.175"
"Iceland","2049","Constant mortality","398.495"
"Iceland","2049","No change","400.327"
"Iceland","2049","Momentum","410.202"
"Iceland","2049","Instant replacement zero migration","420.241"
"Iceland","2049","Median PI","408.575"
"Iceland","2049","Upper 80 PI","426.302"
"Iceland","2049","Lower 80 PI","390.788"
"Iceland","2049","Upper 95 PI","437.009"
"Iceland","2049","Lower 95 PI","381.94"
"Iceland","2048","Medium","408.304"
"Iceland","2048","High","436.717"
"Iceland","2048","Low","380.137"
"Iceland","2048","Constant fertility","410.024"
"Iceland","2048","Instant replacement","433.025"
"Iceland","2048","Zero migration","395.459"
"Iceland","2048","Constant mortality","398.841"
"Iceland","2048","No change","400.56"
"Iceland","2048","Momentum","410.062"
"Iceland","2048","Instant replacement zero migration","419.498"
"Iceland","2048","Median PI","408.304"
"Iceland","2048","Upper 80 PI","425.374"
"Iceland","2048","Lower 80 PI","391.155"
"Iceland","2048","Upper 95 PI","435.798"
"Iceland","2048","Lower 95 PI","382.88"
"Iceland","2047","Medium","407.977"
"Iceland","2047","High","435.137"
"Iceland","2047","Low","381.014"
"Iceland","2047","Constant fertility","409.591"
"Iceland","2047","Instant replacement","431.671"
"Iceland","2047","Zero migration","395.678"
"Iceland","2047","Constant mortality","399.12"
"Iceland","2047","No change","400.734"
"Iceland","2047","Momentum","409.903"
"Iceland","2047","Instant replacement zero migration","418.738"
"Iceland","2047","Median PI","407.977"
"Iceland","2047","Upper 80 PI","424.547"
"Iceland","2047","Lower 80 PI","391.441"
"Iceland","2047","Upper 95 PI","434.447"
"Iceland","2047","Lower 95 PI","383.705"
"Iceland","2046","Medium","407.601"
"Iceland","2046","High","433.533"
"Iceland","2046","Low","381.839"
"Iceland","2046","Constant fertility","409.103"
"Iceland","2046","Instant replacement","430.296"
"Iceland","2046","Zero migration","395.849"
"Iceland","2046","Constant mortality","399.332"
"Iceland","2046","No change","400.832"
"Iceland","2046","Momentum","409.702"
"Iceland","2046","Instant replacement zero migration","417.952"
"Iceland","2046","Median PI","407.601"
"Iceland","2046","Upper 80 PI","423.484"
"Iceland","2046","Lower 80 PI","391.682"
"Iceland","2046","Upper 95 PI","432.989"
"Iceland","2046","Lower 95 PI","384.275"
"Iceland","2045","Medium","407.149"
"Iceland","2045","High","431.868"
"Iceland","2045","Low","382.575"
"Iceland","2045","Constant fertility","408.546"
"Iceland","2045","Instant replacement","428.88"
"Iceland","2045","Zero migration","395.942"
"Iceland","2045","Constant mortality","399.466"
"Iceland","2045","No change","400.863"
"Iceland","2045","Momentum","409.453"
"Iceland","2045","Instant replacement zero migration","417.124"
"Iceland","2045","Median PI","407.148"
"Iceland","2045","Upper 80 PI","422.255"
"Iceland","2045","Lower 80 PI","391.956"
"Iceland","2045","Upper 95 PI","431.246"
"Iceland","2045","Lower 95 PI","384.645"
"Iceland","2044","Medium","406.626"
"Iceland","2044","High","430.143"
"Iceland","2044","Low","383.232"
"Iceland","2044","Constant fertility","407.925"
"Iceland","2044","Instant replacement","427.413"
"Iceland","2044","Zero migration","395.954"
"Iceland","2044","Constant mortality","399.516"
"Iceland","2044","No change","400.818"
"Iceland","2044","Momentum","409.141"
"Iceland","2044","Instant replacement zero migration","416.236"
"Iceland","2044","Median PI","406.626"
"Iceland","2044","Upper 80 PI","421.056"
"Iceland","2044","Lower 80 PI","392.266"
"Iceland","2044","Upper 95 PI","429.377"
"Iceland","2044","Lower 95 PI","385.199"
"Iceland","2043","Medium","406.027"
"Iceland","2043","High","428.344"
"Iceland","2043","Low","383.813"
"Iceland","2043","Constant fertility","407.234"
"Iceland","2043","Instant replacement","425.885"
"Iceland","2043","Zero migration","395.888"
"Iceland","2043","Constant mortality","399.478"
"Iceland","2043","No change","400.687"
"Iceland","2043","Momentum","408.75"
"Iceland","2043","Instant replacement zero migration","415.281"
"Iceland","2043","Median PI","406.027"
"Iceland","2043","Upper 80 PI","419.663"
"Iceland","2043","Lower 80 PI","392.366"
"Iceland","2043","Upper 95 PI","427.49"
"Iceland","2043","Lower 95 PI","385.741"
"Iceland","2042","Medium","405.341"
"Iceland","2042","High","426.463"
"Iceland","2042","Low","384.307"
"Iceland","2042","Constant fertility","406.463"
"Iceland","2042","Instant replacement","424.284"
"Iceland","2042","Zero migration","395.743"
"Iceland","2042","Constant mortality","399.346"
"Iceland","2042","No change","400.466"
"Iceland","2042","Momentum","408.274"
"Iceland","2042","Instant replacement zero migration","414.257"
"Iceland","2042","Median PI","405.341"
"Iceland","2042","Upper 80 PI","418.158"
"Iceland","2042","Lower 80 PI","392.348"
"Iceland","2042","Upper 95 PI","425.445"
"Iceland","2042","Lower 95 PI","385.881"
"Iceland","2041","Medium","404.576"
"Iceland","2041","High","424.5"
"Iceland","2041","Low","384.724"
"Iceland","2041","Constant fertility","405.613"
"Iceland","2041","Instant replacement","422.601"
"Iceland","2041","Zero migration","395.519"
"Iceland","2041","Constant mortality","399.116"
"Iceland","2041","No change","400.153"
"Iceland","2041","Momentum","407.705"
"Iceland","2041","Instant replacement zero migration","413.154"
"Iceland","2041","Median PI","404.576"
"Iceland","2041","Upper 80 PI","416.744"
"Iceland","2041","Lower 80 PI","392.307"
"Iceland","2041","Upper 95 PI","423.491"
"Iceland","2041","Lower 95 PI","385.974"
"Iceland","2040","Medium","403.737"
"Iceland","2040","High","422.462"
"Iceland","2040","Low","385.072"
"Iceland","2040","Constant fertility","404.688"
"Iceland","2040","Instant replacement","420.842"
"Iceland","2040","Zero migration","395.207"
"Iceland","2040","Constant mortality","398.795"
"Iceland","2040","No change","399.749"
"Iceland","2040","Momentum","407.026"
"Iceland","2040","Instant replacement zero migration","411.958"
"Iceland","2040","Median PI","403.737"
"Iceland","2040","Upper 80 PI","415.319"
"Iceland","2040","Lower 80 PI","392.246"
"Iceland","2040","Upper 95 PI","421.534"
"Iceland","2040","Lower 95 PI","386.182"
"Iceland","2039","Medium","402.812"
"Iceland","2039","High","420.335"
"Iceland","2039","Low","385.342"
"Iceland","2039","Constant fertility","403.684"
"Iceland","2039","Instant replacement","419"
"Iceland","2039","Zero migration","394.807"
"Iceland","2039","Constant mortality","398.372"
"Iceland","2039","No change","399.245"
"Iceland","2039","Momentum","406.237"
"Iceland","2039","Instant replacement zero migration","410.673"
"Iceland","2039","Median PI","402.812"
"Iceland","2039","Upper 80 PI","413.713"
"Iceland","2039","Lower 80 PI","392.083"
"Iceland","2039","Upper 95 PI","419.455"
"Iceland","2039","Lower 95 PI","386.232"
"Iceland","2038","Medium","401.804"
"Iceland","2038","High","418.12"
"Iceland","2038","Low","385.529"
"Iceland","2038","Constant fertility","402.596"
"Iceland","2038","Instant replacement","417.07"
"Iceland","2038","Zero migration","394.317"
"Iceland","2038","Constant mortality","397.841"
"Iceland","2038","No change","398.632"
"Iceland","2038","Momentum","405.341"
"Iceland","2038","Instant replacement zero migration","409.297"
"Iceland","2038","Median PI","401.804"
"Iceland","2038","Upper 80 PI","412.092"
"Iceland","2038","Lower 80 PI","391.838"
"Iceland","2038","Upper 95 PI","417.399"
"Iceland","2038","Lower 95 PI","386.296"
"Iceland","2037","Medium","400.7"
"Iceland","2037","High","415.809"
"Iceland","2037","Low","385.624"
"Iceland","2037","Constant fertility","401.418"
"Iceland","2037","Instant replacement","415.051"
"Iceland","2037","Zero migration","393.731"
"Iceland","2037","Constant mortality","397.19"
"Iceland","2037","No change","397.909"
"Iceland","2037","Momentum","404.329"
"Iceland","2037","Instant replacement zero migration","407.834"
"Iceland","2037","Median PI","400.7"
"Iceland","2037","Upper 80 PI","410.407"
"Iceland","2037","Lower 80 PI","391.452"
"Iceland","2037","Upper 95 PI","415.172"
"Iceland","2037","Lower 95 PI","386.346"
"Iceland","2036","Medium","399.498"
"Iceland","2036","High","413.397"
"Iceland","2036","Low","385.629"
"Iceland","2036","Constant fertility","400.154"
"Iceland","2036","Instant replacement","412.943"
"Iceland","2036","Zero migration","393.043"
"Iceland","2036","Constant mortality","396.421"
"Iceland","2036","No change","397.077"
"Iceland","2036","Momentum","403.196"
"Iceland","2036","Instant replacement zero migration","406.271"
"Iceland","2036","Median PI","399.499"
"Iceland","2036","Upper 80 PI","408.528"
"Iceland","2036","Lower 80 PI","390.915"
"Iceland","2036","Upper 95 PI","412.841"
"Iceland","2036","Lower 95 PI","386.217"
"Iceland","2035","Medium","398.209"
"Iceland","2035","High","410.892"
"Iceland","2035","Low","385.55"
"Iceland","2035","Constant fertility","398.797"
"Iceland","2035","Instant replacement","410.741"
"Iceland","2035","Zero migration","392.255"
"Iceland","2035","Constant mortality","395.543"
"Iceland","2035","No change","396.13"
"Iceland","2035","Momentum","401.94"
"Iceland","2035","Instant replacement zero migration","404.597"
"Iceland","2035","Median PI","398.21"
"Iceland","2035","Upper 80 PI","406.53"
"Iceland","2035","Lower 80 PI","390.26"
"Iceland","2035","Upper 95 PI","410.547"
"Iceland","2035","Lower 95 PI","385.942"
"Iceland","2034","Medium","396.829"
"Iceland","2034","High","408.288"
"Iceland","2034","Low","385.384"
"Iceland","2034","Constant fertility","397.349"
"Iceland","2034","Instant replacement","408.447"
"Iceland","2034","Zero migration","391.368"
"Iceland","2034","Constant mortality","394.548"
"Iceland","2034","No change","395.07"
"Iceland","2034","Momentum","400.557"
"Iceland","2034","Instant replacement zero migration","402.828"
"Iceland","2034","Median PI","396.828"
"Iceland","2034","Upper 80 PI","404.395"
"Iceland","2034","Lower 80 PI","389.511"
"Iceland","2034","Upper 95 PI","408.074"
"Iceland","2034","Lower 95 PI","385.516"
"Iceland","2033","Medium","395.352"
"Iceland","2033","High","405.582"
"Iceland","2033","Low","385.13"
"Iceland","2033","Constant fertility","395.806"
"Iceland","2033","Instant replacement","406.051"
"Iceland","2033","Zero migration","390.384"
"Iceland","2033","Constant mortality","393.429"
"Iceland","2033","No change","393.887"
"Iceland","2033","Momentum","399.038"
"Iceland","2033","Instant replacement zero migration","400.953"
"Iceland","2033","Median PI","395.352"
"Iceland","2033","Upper 80 PI","402.195"
"Iceland","2033","Lower 80 PI","388.649"
"Iceland","2033","Upper 95 PI","405.484"
"Iceland","2033","Lower 95 PI","385"
"Iceland","2032","Medium","393.776"
"Iceland","2032","High","402.771"
"Iceland","2032","Low","384.786"
"Iceland","2032","Constant fertility","394.161"
"Iceland","2032","Instant replacement","403.548"
"Iceland","2032","Zero migration","389.291"
"Iceland","2032","Constant mortality","392.188"
"Iceland","2032","No change","392.577"
"Iceland","2032","Momentum","397.377"
"Iceland","2032","Instant replacement zero migration","398.955"
"Iceland","2032","Median PI","393.775"
"Iceland","2032","Upper 80 PI","399.98"
"Iceland","2032","Lower 80 PI","387.633"
"Iceland","2032","Upper 95 PI","402.896"
"Iceland","2032","Lower 95 PI","384.412"
"Iceland","2031","Medium","392.103"
"Iceland","2031","High","399.981"
"Iceland","2031","Low","384.231"
"Iceland","2031","Constant fertility","392.425"
"Iceland","2031","Instant replacement","400.949"
"Iceland","2031","Zero migration","388.094"
"Iceland","2031","Constant mortality","390.815"
"Iceland","2031","No change","391.139"
"Iceland","2031","Momentum","395.568"
"Iceland","2031","Instant replacement zero migration","396.848"
"Iceland","2031","Median PI","392.104"
"Iceland","2031","Upper 80 PI","397.693"
"Iceland","2031","Lower 80 PI","386.585"
"Iceland","2031","Upper 95 PI","400.275"
"Iceland","2031","Lower 95 PI","383.682"
"Iceland","2030","Medium","390.338"
"Iceland","2030","High","397.212"
"Iceland","2030","Low","383.468"
"Iceland","2030","Constant fertility","390.59"
"Iceland","2030","Instant replacement","398.241"
"Iceland","2030","Zero migration","386.798"
"Iceland","2030","Constant mortality","389.318"
"Iceland","2030","No change","389.571"
"Iceland","2030","Momentum","393.613"
"Iceland","2030","Instant replacement zero migration","394.629"
"Iceland","2030","Median PI","390.338"
"Iceland","2030","Upper 80 PI","395.246"
"Iceland","2030","Lower 80 PI","385.46"
"Iceland","2030","Upper 95 PI","397.612"
"Iceland","2030","Lower 95 PI","382.868"
"Iceland","2029","Medium","388.471"
"Iceland","2029","High","394.334"
"Iceland","2029","Low","382.613"
"Iceland","2029","Constant fertility","388.659"
"Iceland","2029","Instant replacement","395.43"
"Iceland","2029","Zero migration","385.387"
"Iceland","2029","Constant mortality","387.694"
"Iceland","2029","No change","387.88"
"Iceland","2029","Momentum","391.51"
"Iceland","2029","Instant replacement zero migration","392.29"
"Iceland","2029","Median PI","388.471"
"Iceland","2029","Upper 80 PI","392.665"
"Iceland","2029","Lower 80 PI","384.23"
"Iceland","2029","Upper 95 PI","394.847"
"Iceland","2029","Lower 95 PI","382.002"
"Iceland","2028","Medium","386.498"
"Iceland","2028","High","391.339"
"Iceland","2028","Low","381.662"
"Iceland","2028","Constant fertility","386.633"
"Iceland","2028","Instant replacement","392.518"
"Iceland","2028","Zero migration","383.856"
"Iceland","2028","Constant mortality","385.925"
"Iceland","2028","No change","386.06"
"Iceland","2028","Momentum","389.262"
"Iceland","2028","Instant replacement zero migration","389.836"
"Iceland","2028","Median PI","386.499"
"Iceland","2028","Upper 80 PI","390.017"
"Iceland","2028","Lower 80 PI","382.896"
"Iceland","2028","Upper 95 PI","391.884"
"Iceland","2028","Lower 95 PI","381.025"
"Iceland","2027","Medium","384.427"
"Iceland","2027","High","388.236"
"Iceland","2027","Low","380.62"
"Iceland","2027","Constant fertility","384.518"
"Iceland","2027","Instant replacement","389.509"
"Iceland","2027","Zero migration","382.214"
"Iceland","2027","Constant mortality","384.026"
"Iceland","2027","No change","384.118"
"Iceland","2027","Momentum","386.875"
"Iceland","2027","Instant replacement zero migration","387.269"
"Iceland","2027","Median PI","384.427"
"Iceland","2027","Upper 80 PI","387.318"
"Iceland","2027","Lower 80 PI","381.441"
"Iceland","2027","Upper 95 PI","388.832"
"Iceland","2027","Lower 95 PI","379.934"
"Iceland","2026","Medium","382.26"
"Iceland","2026","High","385.224"
"Iceland","2026","Low","379.296"
"Iceland","2026","Constant fertility","382.321"
"Iceland","2026","Instant replacement","386.411"
"Iceland","2026","Zero migration","380.468"
"Iceland","2026","Constant mortality","382.005"
"Iceland","2026","No change","382.064"
"Iceland","2026","Momentum","384.354"
"Iceland","2026","Instant replacement zero migration","384.603"
"Iceland","2026","Median PI","382.26"
"Iceland","2026","Upper 80 PI","384.564"
"Iceland","2026","Lower 80 PI","379.863"
"Iceland","2026","Upper 95 PI","385.751"
"Iceland","2026","Lower 95 PI","378.733"
"Iceland","2025","Medium","380.01"
"Iceland","2025","High","382.318"
"Iceland","2025","Low","377.7"
"Iceland","2025","Constant fertility","380.048"
"Iceland","2025","Instant replacement","383.237"
"Iceland","2025","Zero migration","378.634"
"Iceland","2025","Constant mortality","379.866"
"Iceland","2025","No change","379.904"
"Iceland","2025","Momentum","381.712"
"Iceland","2025","Instant replacement zero migration","381.852"
"Iceland","2025","Median PI","380.01"
"Iceland","2025","Upper 80 PI","381.746"
"Iceland","2025","Lower 80 PI","378.189"
"Iceland","2025","Upper 95 PI","382.64"
"Iceland","2025","Lower 95 PI","377.371"
"Iceland","2024","Medium","377.689"
"Iceland","2024","High","379.341"
"Iceland","2024","Low","376.036"
"Iceland","2024","Constant fertility","377.71"
"Iceland","2024","Instant replacement","379.992"
"Iceland","2024","Zero migration","376.722"
"Iceland","2024","Constant mortality","377.623"
"Iceland","2024","No change","377.644"
"Iceland","2024","Momentum","378.957"
"Iceland","2024","Instant replacement zero migration","379.021"
"Iceland","2024","Median PI","377.689"
"Iceland","2024","Upper 80 PI","378.887"
"Iceland","2024","Lower 80 PI","376.451"
"Iceland","2024","Upper 95 PI","379.546"
"Iceland","2024","Lower 95 PI","375.867"
"Iceland","2023","Medium","375.318"
"Iceland","2023","High","376.31"
"Iceland","2023","Low","374.327"
"Iceland","2023","Constant fertility","375.325"
"Iceland","2023","Instant replacement","376.695"
"Iceland","2023","Zero migration","374.744"
"Iceland","2023","Constant mortality","375.3"
"Iceland","2023","No change","375.307"
"Iceland","2023","Momentum","376.106"
"Iceland","2023","Instant replacement zero migration","376.121"
"Iceland","2023","Median PI","375.318"
"Iceland","2023","Upper 80 PI","376.014"
"Iceland","2023","Lower 80 PI","374.613"
"Iceland","2023","Upper 95 PI","376.418"
"Iceland","2023","Lower 95 PI","374.268"
"Iceland","2022","Medium","372.899"
"Iceland","2022","High","373.229"
"Iceland","2022","Low","372.568"
"Iceland","2022","Constant fertility","372.899"
"Iceland","2022","Instant replacement","373.356"
"Iceland","2022","Zero migration","372.707"
"Iceland","2022","Constant mortality","372.899"
"Iceland","2022","No change","372.899"
"Iceland","2022","Momentum","373.164"
"Iceland","2022","Instant replacement zero migration","373.164"
"Iceland","2022","Median PI","372.898"
"Iceland","2022","Upper 80 PI","373.124"
"Iceland","2022","Lower 80 PI","372.668"
"Iceland","2022","Upper 95 PI","373.257"
"Iceland","2022","Lower 95 PI","372.56"
"Iceland","2021","Medium","370.335"
"Iceland","2020","Medium","366.669"
"Iceland","2019","Medium","360.774"
"Iceland","2018","Medium","352.946"
"Iceland","2017","Medium","343.632"
"Iceland","2016","Medium","335.675"
"Iceland","2015","Medium","331.06"
"Iceland","2014","Medium","327.644"
"Iceland","2013","Medium","324.024"
"Iceland","2012","Medium","320.979"
"Iceland","2011","Medium","319.293"
"Iceland","2010","Medium","318.333"
"Iceland","2009","Medium","318.8"
"Iceland","2008","Medium","317.715"
"Iceland","2007","Medium","311.853"
"Iceland","2006","Medium","304.07"
"Iceland","2005","Medium","297.029"
"Iceland","2004","Medium","292.361"
"Iceland","2003","Medium","289.801"
"Iceland","2002","Medium","287.798"
"Iceland","2001","Medium","285.238"
"Iceland","2000","Medium","281.462"
"Iceland","1999","Medium","277.626"
"Iceland","1998","Medium","274.285"
"Iceland","1997","Medium","271.356"
"Iceland","1996","Medium","269.137"
"Iceland","1995","Medium","267.681"
"Iceland","1994","Medium","266.224"
"Iceland","1993","Medium","263.932"
"Iceland","1992","Medium","261.262"
"Iceland","1991","Medium","257.991"
"Iceland","1990","Medium","255.019"
"Iceland","1989","Medium","253.042"
"Iceland","1988","Medium","249.917"
"Iceland","1987","Medium","246.032"
"Iceland","1986","Medium","243.357"
"Iceland","1985","Medium","241.577"
"Iceland","1984","Medium","239.677"
"Iceland","1983","Medium","237.131"
"Iceland","1982","Medium","233.995"
"Iceland","1981","Medium","230.882"
"Iceland","1980","Medium","228.263"
"Iceland","1979","Medium","225.853"
"Iceland","1978","Medium","223.641"
"Iceland","1977","Medium","221.887"
"Iceland","1976","Medium","220.244"
"Iceland","1975","Medium","218.07"
"Iceland","1974","Medium","215.281"
"Iceland","1973","Medium","212.374"
"Iceland","1972","Medium","209.191"
"Iceland","1971","Medium","206.171"
"Iceland","1970","Medium","204.468"
"Iceland","1969","Medium","203.337"
"Iceland","1968","Medium","201.471"
"Iceland","1967","Medium","198.726"
"Iceland","1966","Medium","195.53"
"Iceland","1965","Medium","192.309"
"Iceland","1964","Medium","189.095"
"Iceland","1963","Medium","185.766"
"Iceland","1962","Medium","182.415"
"Iceland","1961","Medium","179.022"
"Iceland","1960","Medium","175.566"
"Iceland","1959","Medium","172"
"Iceland","1958","Medium","168.472"
"Iceland","1957","Medium","164.732"
"Iceland","1956","Medium","161.059"
"Iceland","1955","Medium","157.735"
"Iceland","1954","Medium","154.263"
"Iceland","1953","Medium","150.738"
"Iceland","1952","Medium","147.749"
"Iceland","1951","Medium","145.394"
"Iceland","1950","Medium","142.65"

